protein_marker_01,protein_marker_02,protein_marker_03,protein_marker_04,protein_marker_05,protein_marker_06,protein_marker_07,protein_marker_08,protein_marker_09,protein_marker_10,protein_marker_11,protein_marker_12,protein_marker_13,protein_marker_14,protein_marker_15,protein_marker_16,protein_marker_17,protein_marker_18,protein_marker_19,protein_marker_20,protein_marker_21,protein_marker_22,protein_marker_23,protein_marker_24,protein_marker_25
1.527000756,0.34360473,0.008167448,1.167143965,-0.026483307,1.289093174,-0.129246586,-0.724053033,0.827334787,0.459406776,-0.517266393,0.948550881,-1.513498017,-0.616977283,-0.267026222,-0.36559969,0.345753835,1.786777431,-0.194973517,1.612827014,0.423388284,0.525722281,0.55495586,0.272932828,2.419137524
0.15608418,-0.389556858,-1.01618372,-0.343979555,-0.441295817,0.187629969,-0.054905333,-0.527113673,0.46869542,0.265995811,1.583360472,-0.528590237,-1.010095103,-0.100673131,-2.017467964,0.070274606,-1.530309791,0.312690856,-1.092675818,1.034538421,0.376989271,1.185543337,-0.006084393,-0.353163688,0.402090707
-1.134548699,-1.198061035,-0.315349508,-0.577363526,-0.218339133,-1.169219564,-0.013053542,0.191998343,-0.596557777,-0.946402274,1.38616274,-1.588111627,-0.99078942,0.864290953,1.118681425,-0.576334903,0.086549895,-0.288657254,0.837624226,-0.460371404,-1.45433243,-0.755126076,-2.08692495,-1.059137322,-0.048063187
1.95542328,2.1913356,3.275478861,2.278462353,1.969085029,1.762787734,0.249181951,0.880701137,-1.525066335,-0.455842342,0.472064074,-1.01529591,0.833635087,0.501416484,0.035792794,-0.866751221,-1.103404367,-1.333417213,-0.126868776,-2.347977938,0.08697811,0.944304678,0.513727994,0.241390128,0.902465317
-1.536470471,0.005331748,-0.372423878,0.93029054,-0.847045905,-0.719750107,0.582697996,1.030171785,-0.420963948,-0.061873201,-0.661613052,-0.413175792,-0.498874623,-0.079001897,0.191478857,-0.615622532,0.534845962,-1.384592334,0.478131724,-1.229096426,-0.617445268,-1.254042864,-0.911923302,-2.663489538,1.184216753
-0.067475267,0.15023858,0.010962582,1.217448545,0.072994802,-1.300381259,-1.768463091,-1.73412945,-1.360830243,-0.395550044,-0.714136867,-1.082717852,-0.144091544,-0.686288998,-0.469331608,-0.495645539,-0.09095796,-0.597439475,0.302751703,0.636522047,0.416098676,0.127599233,-0.086237825,0.272467076,-0.038815294
0.108378102,-1.665925585,-2.038104024,1.437993531,-1.816004599,-0.519023904,-0.545329786,-1.11792956,-1.059817582,0.065378987,0.084356481,-0.727382264,-1.329924017,0.425339086,0.991883546,-0.783971723,0.050498838,0.8065209,0.093003464,-0.101747919,0.669788686,-0.242516769,0.371046985,0.315398393,-0.483843659
1.38164566,0.17678664,1.98380916,3.661621735,1.235759912,0.803734342,-2.42915908,-0.101342089,-0.897866678,-1.295378711,-0.036055671,-1.127457041,-0.422455647,0.243874653,-0.417820998,-0.620796323,-0.85676226,-0.570636811,1.028513803,-0.419849859,0.398938934,0.046279468,1.333029024,-0.21756758,1.717395318
0.672333907,2.66681652,-0.015815105,-0.921749115,0.629912794,-0.409683642,1.172919357,-0.502349076,0.870585401,0.292904115,-1.971456588,0.659232391,0.651964126,0.981541755,-0.158885322,-0.93313402,1.424277516,-0.990259996,1.065668069,-2.495553502,0.072592324,-0.989034285,1.842322801,-0.092366361,-0.270614458
0.613882851,1.622644749,2.732765668,-1.133839307,-0.158459773,0.830658404,0.033355432,-0.329948354,0.151327989,0.937087418,2.86712273,0.576432113,0.083204929,-0.755343,-0.194846144,0.38346929,-1.299677895,-0.90782182,-0.522687685,-0.013127264,0.288871272,0.436883456,-0.921218287,-1.251169518,1.19372877
2.957648044,2.318782011,0.759092146,1.308101612,2.768420199,0.225160905,1.138772496,-1.009066096,1.410425658,-0.427581835,1.531787486,0.73883841,-0.247864997,-0.75180488,0.254079195,0.029932697,-0.510547942,0.433745369,-0.923112471,-1.08177855,-1.176065089,1.586287266,-1.315862876,1.38560362,0.262867273
1.323281253,1.140216021,3.225127449,2.024345449,2.240380748,2.250731045,1.791024079,1.633154784,0.10381941,1.439617746,1.217751535,2.079950299,-2.157973633,-0.069032483,-1.78334547,0.325667042,-0.652738052,-0.822713428,-2.49911584,-0.724382581,-0.030751784,-0.971856871,0.325717169,-0.337250956,1.826965158
0.28580321,-0.911122021,-0.356978784,-0.975168079,-2.262837326,-0.555554835,0.358470011,1.201225199,-0.368176152,1.029823131,-0.719577688,-0.666732952,-0.152911623,-0.224444958,0.648541931,1.840278307,-0.08397916,-0.422238717,-0.34616136,0.850104097,-0.796483247,0.189645522,0.242427754,-0.972092746,-0.849045923
-0.614662282,-1.326311793,-1.485987999,-0.187104365,-2.043986618,-1.014934608,-0.415967808,-1.284254188,-2.057527403,-1.493050941,0.429851231,-1.339733959,0.311508243,-0.225430809,-0.469514566,0.788877468,-0.508257429,-0.098264577,-1.093325159,-1.029141954,1.031538753,0.855873121,-1.201875878,0.544661065,-0.850980402
0.834067328,-1.420643475,-0.262474062,-0.63926346,-1.174599755,-0.484064593,0.140487988,0.678942775,-0.552096196,0.792692052,0.231580127,-0.633488918,-0.607821916,1.413546338,-0.332402881,0.689448777,-1.345694728,2.270115268,0.419196919,-0.933689305,0.683238156,-0.296740728,-0.016603002,0.110756108,0.854486402
-1.322286913,-0.845133486,0.174982049,-0.924016418,0.776335709,-1.296219166,-0.731491309,0.035111648,-0.803208395,1.461909777,0.163925807,-0.417006914,0.373809244,-1.449497844,0.581123245,0.450710747,-0.837950854,0.882067969,-0.335866935,0.185580327,0.68040135,1.360392922,0.597540946,-0.358334785,-1.130339307
1.503177592,2.359327159,1.195749292,0.957520291,2.032879719,1.927442389,-0.490788026,-0.995888696,1.593778655,0.31583905,0.894298185,-1.238882291,0.40142139,1.455442523,-1.290665917,0.024789633,-1.25858666,0.926622494,-0.22742865,0.872362092,1.713491556,-0.429688341,-1.230151722,-0.464033366,0.116628462
-0.717662167,0.208161946,0.206089954,-0.572523356,0.795387068,-0.281873898,0.218077543,-0.45650024,0.652272792,0.012460261,0.208205923,-0.159715757,-0.435902228,-0.511490262,0.834979771,0.085061021,1.551183744,-1.537011941,0.811966096,-0.402705895,-0.329977465,-0.116294703,-0.994585392,-0.005638693,1.548409233
0.062355713,-0.76978454,0.569719331,0.59038572,-0.034591574,0.154138927,-1.154577631,-1.389764941,0.285837363,0.301362548,-0.235184782,0.362355264,0.947303741,1.074110329,0.385284819,0.267661541,2.332281103,0.158062717,0.39725468,1.467215405,-0.549007352,-0.993154196,-0.644159935,1.345815971,-1.784832139
-1.237072644,-2.389966878,-1.706600965,-2.518910363,-2.310971837,-1.777437056,1.132733513,-0.347959651,-0.443856685,-0.237121853,0.538497389,0.601814382,0.189802788,0.19064873,-1.194880648,-0.630934542,0.242855915,-0.291741764,-0.11669006,-1.278669178,-0.353602716,0.126590357,-0.212260249,0.46954641,0.402139279
0.378183464,0.655918639,0.081721234,-0.122650267,-0.841555854,-0.3877353,0.85387753,0.89159191,-0.331755617,-1.46515293,0.826824108,0.981411044,0.804716708,0.016518581,1.000320791,0.527320123,-1.491988362,0.261748701,1.686425676,-1.454055601,-1.602236408,0.003022945,0.693971506,-0.034408281,1.211745389
0.550037256,-0.793478308,-1.246454829,0.062412871,-0.102986818,-1.504543468,-0.620127994,1.560465599,-0.904947358,-0.095094218,0.236164801,0.100756524,1.570596634,-0.49664681,0.019089395,-0.288304289,0.404100735,0.693687231,0.738148916,-1.539285998,-1.523583121,0.635901245,-0.326480674,0.852433876,-0.025907665
-0.525859286,0.036496217,-0.080782498,-0.172290765,-0.170319592,0.694795315,0.362854048,-0.622810504,0.81928681,0.993506794,1.777594534,1.825227168,-1.174402928,0.580814993,0.164609285,1.114463083,-1.073072836,0.103679598,-0.415860854,-1.652183764,0.621103009,-0.63620604,0.055316826,0.027531891,-0.92709283
-1.047519748,-0.129008319,-0.298345407,0.407139008,-0.606398048,0.086144906,0.066723885,-0.458392497,1.49230556,0.582739566,-1.403872761,-0.94747442,0.925464361,-0.079663089,1.139446477,1.056550711,-0.261325551,-0.552294641,-0.371253266,0.336548965,-1.395140131,-0.681995625,2.24617783,0.401552276,-0.262608008
0.106523181,0.38764229,-1.312593777,-0.595185298,1.307982507,-0.307074727,0.082782999,-0.620998213,0.49111046,-0.607949279,-0.537614425,-0.679517542,1.093211646,-0.596908288,1.268042207,-0.644612923,-0.647221068,-0.676168467,0.788379694,-0.977789319,-1.074912565,0.462492118,-0.956310283,0.151127732,-0.838519786
-0.079499021,0.140099183,0.0764166,-0.902782705,-0.14526909,0.256322762,0.008764583,-1.300002088,-0.540772115,-0.451550497,-0.199642962,0.733431437,-0.91445234,1.59116761,0.140084173,1.081181909,-0.491295127,0.517673746,0.202845698,-1.410192364,-0.101719877,1.39719049,-0.652993397,0.589780418,0.069158225
-0.04464637,-0.395524724,0.022147208,0.323219932,1.092984239,1.038228235,-0.153094657,-0.130320486,-0.371906247,0.618920155,-0.831838465,-0.187986857,-0.59414961,-0.050096582,0.479017581,-2.38120877,-0.395789235,0.571524847,-1.12115971,0.379796695,-0.412227603,0.629010248,0.678088874,-0.444144174,-0.27670556
0.161202187,0.466945041,-0.092293572,1.183392328,-0.310880015,1.734201583,-0.985652386,0.197663843,0.169800568,0.145407022,-0.140221807,-0.374095711,-0.832739461,-0.913126077,0.029067265,1.432203098,-1.487151827,-0.178142937,0.89471284,0.823949247,0.885652358,1.847412249,0.988043191,-1.139342864,-0.513260522
0.488395195,-1.260830886,-0.660348291,-1.059313118,1.605490677,-0.834012625,-1.532875868,-1.24633898,2.018039191,-1.00403428,1.38997353,0.764528948,-0.197761557,-1.419516373,-0.386839378,-1.282859192,-0.710070738,0.038553385,1.2572322,1.050858397,0.060461305,0.555307471,0.414800874,0.90684815,0.466147395
0.742636684,-0.156237861,0.780879824,2.022461135,0.734811738,-0.1018062,-0.357778929,-0.024783292,1.00835604,1.011781067,-0.166836569,-0.412908158,-0.558348703,1.441400481,-1.66271242,0.207981214,0.680330076,-0.192509465,1.181388868,0.875284465,-0.798468679,0.519292856,1.808967569,1.504928318,1.579115622
1.525951964,0.370331816,1.903964273,1.90009598,0.98678139,-0.531517982,0.664164842,-0.836840551,0.408711197,0.005751674,-1.36708333,-0.524150628,-0.202108804,-0.520385513,0.169777179,0.361021875,-0.053853921,0.218534228,1.542749002,-0.918103466,0.97163301,0.679292881,0.317455935,-1.091881084,0.327820879
0.492114163,1.09475135,0.647645399,0.01166598,1.132261323,0.24876213,-0.625664739,-0.307597498,-0.224378887,0.609884901,-0.677491529,-1.0532001,0.652997706,1.754462625,1.139852258,0.910153386,0.011590668,0.543173088,2.06919813,0.276090964,0.728791385,1.488170756,-1.976103684,0.179291674,1.34366557
1.36946252,-0.152070973,1.660174761,1.998616327,0.510123274,1.979878672,1.260116287,1.28810881,0.463487172,-0.977101401,0.258432989,0.482353748,-1.927181429,0.138018037,0.304048788,-0.516778006,-2.229974196,0.346198257,1.729959035,0.496871577,-1.410983438,1.237570066,0.096995687,-0.448870189,1.578824898
-0.671592531,-0.88514483,-1.178236241,-2.876473892,-0.475602195,-1.636208822,-0.652457732,-0.218996271,-0.192469719,-0.715442773,-0.578867935,-0.437660866,-0.366499543,0.638601217,-0.450676335,-1.420962088,1.36300983,0.531231427,0.340661782,-0.474883245,0.252266645,-1.084878233,-0.570983624,0.883378692,-0.586640302
0.324723968,1.531403433,-0.462507364,1.750014223,1.596182406,0.495684134,1.890810638,0.888083513,0.385975723,1.170469603,1.209825808,2.026428735,0.714820194,0.264744357,1.099654281,-0.182674195,-0.505082975,0.06774045,-0.208427875,0.164752104,-0.71507679,0.800581888,1.383811749,0.246645735,0.274858504
-0.186078521,-1.839031038,0.042775675,-1.10480279,-0.996339088,-0.924164035,0.272792525,-1.155776293,-1.423792504,-0.780398531,-0.30309511,-0.952901258,0.662128963,2.158986274,-0.113892438,-0.032615643,1.176202128,0.086061951,-1.829601697,-1.25161823,-0.741437793,0.265356506,0.964624064,3.327472286,-0.424947644
0.706176049,-0.943009484,-1.233713706,-0.008019147,-1.266048827,-1.138871756,1.137621242,0.30086491,1.121414628,-0.761527865,0.126025223,-0.017049625,-0.729080728,-1.749389466,-1.659216038,-1.620665568,0.362454571,-0.478690333,0.010867845,-0.627600176,1.869514661,-0.194035016,-1.589690776,-0.301433485,-1.482163841
-0.502781117,0.543167344,-0.943190404,-1.412447296,-0.657510189,-0.69991044,-1.092167777,0.409583201,-0.050497567,-2.097965699,-1.083266683,1.154505613,0.600031543,0.289207155,1.012413222,0.137134236,-0.409548298,-0.617425546,0.519136059,0.371787306,0.124271388,-1.772929155,1.350318064,1.537292337,0.355760869
1.357198893,1.095197102,-0.108487098,0.629875687,0.594620878,-0.278796292,0.831577695,1.211549519,1.623426873,2.111783487,0.442039763,1.654807902,0.670950802,-0.761912706,-1.374072021,-1.491495799,-2.033240095,-0.033668812,0.043552905,1.507542654,-0.217538489,-1.54016091,0.939367769,1.634630645,-1.052149618
-0.98000226,-2.902799005,-1.445380245,-2.107542841,-0.455108571,-0.686686176,0.694503289,-0.429190125,1.054380761,-0.134021704,-0.874214249,-0.221690617,0.258917027,0.111256844,1.905696426,0.887217483,2.260402252,-0.338541107,-1.888220999,1.151439613,0.084951225,-0.36446722,-0.324462129,0.533597459,0.484303276
0.539411024,0.802878377,1.108007552,0.148713257,0.836124919,0.200507972,0.824899234,0.778176094,1.035928742,1.585187113,0.351067986,-0.733454596,-1.246062344,-0.204516757,0.694098636,-0.560369186,0.384025122,0.393643057,-0.286621349,0.660858478,0.874240263,-1.464591508,-0.078441894,0.037083319,-1.555878083
-1.366645892,-2.067307526,-0.806951349,-0.134061909,-1.559322607,0.352846001,-0.337204941,-1.927488407,-0.503644653,-0.019042126,-0.220917605,-1.498487425,1.376463251,0.349375686,0.383985074,2.353989817,1.36577138,0.54279598,0.645332049,0.079700039,-0.701604476,-0.343756819,1.392177041,0.094837697,0.170992999
0.31971377,0.427707299,1.098869232,-0.171726246,0.36378557,-0.970951148,-0.806107195,-0.250589244,3.093803548,0.880916817,0.717084352,-0.522383563,1.667950648,0.286527361,0.530633622,-0.113351031,1.754154695,0.854845493,-1.025915035,-0.075230513,-0.530849969,0.714341253,-1.971511916,0.010204852,-1.570733004
0.744742312,-0.345280923,1.468249995,1.75500662,-1.362709407,1.364680031,1.539473826,0.509928174,0.084469494,-0.364634367,0.608907241,-0.060513605,-0.854489846,-0.078183289,2.124563136,0.330388567,0.144714738,0.51629935,0.165691245,-1.447599954,0.656671458,-0.580956323,0.445398005,1.133299712,0.673864766
-0.963430781,0.010917929,-1.483713411,-0.238667159,-0.410790968,1.09420131,-0.002729303,1.385666948,-0.257025847,1.086240826,0.343468216,0.237848992,-0.169850949,-1.387380176,0.694828518,-0.396942172,1.01198223,0.553459116,0.431627001,-0.835506534,-1.51638929,0.083462603,1.093409635,-0.872636297,-0.393380074
1.34435503,0.755720786,0.263662442,2.277701391,1.374743619,0.850114856,-1.608959639,0.165860533,-0.152739716,1.303958136,1.368408384,1.44877089,0.732210768,0.094300131,-0.034549281,-1.709870673,-0.679647035,-0.677658484,1.117967641,-0.802854855,0.990771841,-1.069951958,-0.088713031,-0.160983973,-0.489793108
0.995801287,1.13622799,-0.222283986,-0.085409757,1.970383824,0.837564238,0.034875346,1.590453097,1.652264228,0.403891512,0.905244959,-1.002389409,-0.173848689,0.366777474,2.322567062,-0.461913237,0.386149147,0.090337973,1.712605393,0.574759316,-1.605179735,0.298767285,0.647909813,-0.282185958,1.126504851
-0.69282493,-0.824639928,0.07476801,-0.614061589,-0.249352796,-1.090153159,-2.622322262,-0.110144485,-1.642003236,1.074484899,-0.446561509,-1.529099748,-1.450512924,-0.36580528,0.227876685,0.800125872,-0.445033261,0.786152966,-0.377826063,0.944947771,-0.245766809,0.508135391,0.103154537,-1.726194421,-0.321570168
0.177977538,-0.961649428,-1.313807084,-1.196078235,0.299683504,-1.476361815,-0.965450261,-0.241252278,-0.682684551,-1.317602491,0.469750709,0.164840579,0.560899074,1.842929598,0.685456464,0.703613953,-0.291649789,-1.234370902,0.183757382,0.73657342,-1.598832873,-1.422934257,-0.78403927,0.85891491,0.110852602
0.525636083,0.193792013,0.70861052,2.22877497,1.726450663,1.075041307,3.078924609,-0.132600289,1.844652336,-0.461682768,0.329793199,1.347410194,-1.181219331,0.901723013,-1.142883429,-0.564232522,-0.212991041,1.231232544,0.215069173,1.182666438,-1.056251662,-0.751886297,-0.809030017,1.062919381,-0.198616207
-1.099727405,0.314344086,-0.216098684,0.085285979,-0.419897678,-0.038128622,-0.436491571,1.109466352,-0.344334456,0.726407022,-1.905897994,-2.312522706,-1.076693825,0.826513583,-1.440290465,-1.244123992,-1.073702505,2.106314255,0.649374859,0.072257552,1.297666859,-1.267170267,0.711929267,-0.634218434,0.507392419
-1.381936288,-1.84725955,-1.691795441,-3.544785834,-2.083746441,-3.180489907,-1.855367574,0.013021357,-0.7354574,-1.337679977,-1.157440395,-2.116847117,-1.108482979,1.195128883,0.18746815,1.026502942,0.742972013,1.299049678,0.537403086,-0.982930183,1.044457874,0.509214797,-0.635706726,1.030132457,1.042944922
-2.092043422,-2.23914716,-2.140738816,-2.009345271,-0.720431765,0.693380963,-0.886904931,0.620156575,0.003958762,0.828428247,-0.273069721,-1.132471274,1.468017089,0.423737782,0.431217801,0.774188452,0.115888136,1.121943211,1.42500556,-0.049932896,1.1513223,0.164006561,-1.524580938,-1.583657721,0.835635457
-2.08865931,0.101985494,-1.586849599,-1.402198689,-0.979178666,-0.837339644,-1.257133437,1.347820084,-1.103298253,0.642739912,-0.42581662,0.658636833,-0.429431887,1.349043194,0.618145526,1.080878069,-1.466996269,0.851691038,-2.33129673,-0.72483709,-1.448988284,-0.049711794,0.122398692,0.023954503,-0.46666857
0.573913743,-0.239502994,-0.10631487,0.593250696,1.041180609,-0.058077817,0.383914819,-1.444825761,-1.599238584,0.99850928,-0.467235802,1.253670252,0.125996302,1.23967289,-1.451800203,-0.420707236,-0.585901958,-0.465096268,0.418021078,0.657859992,-1.051056158,-0.128281538,-0.513081421,-0.126258471,1.209046969
0.356858114,0.359138223,1.136875878,0.841572039,-0.593728175,-0.231861649,-1.021013621,-1.356584241,-1.445453634,0.486870301,-0.985564618,-0.617223425,0.47120998,0.677372604,0.544757882,-1.565786321,-0.36039824,-0.149002198,0.487411009,-0.359087403,0.339872569,0.322835435,-1.199108125,0.087748708,-0.916351363
0.082368487,0.301250021,-0.291219286,-0.497470808,-0.035091395,-0.472428387,0.620758826,-2.043084753,0.885148549,-0.392710908,-1.271816779,0.245585242,-0.096032783,-0.754924882,-0.989016846,0.238714291,0.525882944,0.626294532,-0.235229233,-0.098531617,0.71531749,0.342851492,0.071747433,0.08254517,-0.742481913
0.098181177,0.676183539,-0.163742922,0.018619512,0.981586968,0.161593274,-0.691350989,1.064257008,0.503911472,-1.126791168,1.49476797,-0.427686702,0.416452128,0.113825132,0.69739935,0.141309938,0.406216583,-0.726357049,-2.264009742,0.69362223,-0.799513685,-0.495577494,0.76727674,-0.077041663,-0.127800736
-0.151605076,1.760601891,-0.724456988,1.423990703,0.65161428,0.884501703,3.291436345,1.640272706,0.493580886,2.353262891,0.905551891,1.620487862,0.287454387,0.460814138,0.785944943,1.197026504,1.247236238,-1.010134114,-0.060996111,-0.74109429,-0.578921383,-0.635596804,0.020150064,-0.387772915,1.046800452
-0.496587168,0.172781601,1.107259931,-0.454389077,-0.011346257,0.381810809,0.496861233,0.151893221,-0.916191807,-1.205851904,-0.296326214,1.368031217,-0.09466872,0.535013776,-0.574914819,-0.193096909,0.249141998,-0.576552908,-0.710560763,0.963976586,-1.131347646,-0.058995195,-1.066240856,-0.108705968,-1.170151419
-0.255200561,0.724763153,-0.603007624,0.292192847,-0.108119859,0.552590875,0.254595552,-0.663937767,0.148288323,1.725428314,-0.192623847,1.445893107,-0.575872274,0.038541796,-0.75916575,0.067351089,-0.390293674,0.698899146,1.67795541,-1.347596352,1.658245291,-0.189734898,0.481803562,1.363221239,0.891484144
-2.002860866,-0.956365259,-1.90913641,-0.769170225,-0.439559838,-0.87814377,0.043143299,0.216479176,1.241197505,0.861330358,1.358501918,0.267507291,-0.924274779,-0.669999026,1.229413053,0.215657692,-0.212394758,-0.939213876,0.37529137,0.306550968,-0.474955799,2.060682225,1.035156382,-0.57871895,-0.054747095
-1.039394485,-0.888959097,-2.556178085,-1.47562636,-1.644570163,-0.7414719,-0.821220997,-0.193661341,-1.061106272,-0.415475767,0.398487179,-1.063412961,0.13719069,1.657460368,1.017294964,-0.305563883,-0.081569154,0.028799619,-0.795484827,-0.090898997,0.031292304,-0.383894672,2.213034163,2.255340013,-0.433733524
-0.838967652,-0.189402319,-1.571449807,-0.193865725,-1.293815089,-0.499482315,-0.653509052,0.658584223,-0.570014012,0.369007938,-0.828886138,0.00023486,0.013521203,-0.838018897,0.263847547,-0.453553303,0.566244417,0.031060803,-2.052645005,0.827341796,0.083644602,0.289665312,1.44184403,-0.635164453,1.097806366
