accepted,alpha_constraint_violation,alpha_max_l1_norm,beta_l1_penalty,group_bce,group_cost_bce,iteration,objective,outer_iteration,phase,sample_bce,sample_cost_bce
True,0.0,1.0,0.014690531506526008,0.5864260596957452,0.2932130298478726,20,0.3079035613543986,0,initial,0.5749711433805972,0.2874855716902986
True,0.0,1.0,0.015000998914918098,0.5844399835837388,0.2922199917918694,21,0.3072209907067875,0,initial,0.5728087146478542,0.2864043573239271
True,0.0,1.0,0.015285990267338576,0.5826716422899904,0.2913358211449952,22,0.30662181141233374,0,initial,0.5708554995631501,0.28542774978157504
True,0.0,1.0,0.015547502852778426,0.5810822307556534,0.2905411153778267,23,0.3060886182306051,0,initial,0.5690736304685229,0.28453681523426144
True,0.0,1.0,0.015733278634518143,0.5799332979196299,0.28996664895981494,24,0.30569992759433307,0,initial,0.5678505148019237,0.28392525740096186
True,0.0,1.0,0.01644778790934745,0.6983452747746867,0.34917263738734333,25,0.3656204252966908,0,initial,0.6912184803590505,0.34560924017952527
True,0.0,1.0,0.016381715927042424,0.5855076776077214,0.2927538388038607,26,0.3091355547309031,0,initial,0.5743774988380018,0.2871887494190009
True,0.0,1.0,0.01662957088307056,0.5816241081853268,0.2908120540926634,27,0.30744162497573396,0,initial,0.5690923025060213,0.28454615125301064
True,0.0,1.0,0.016860789487166843,0.5785601412167425,0.28928007060837124,28,0.3061408600955381,0,initial,0.5649371496933108,0.2824685748466554
True,0.0,1.0,0.017078809949580505,0.5763792130893031,0.28818960654465153,29,0.30526841649423203,0,initial,0.5624267916749126,0.2812133958374563
True,0.0,1.0,0.0172812909606235,0.5746738177798336,0.2873369088899168,30,0.3046181998505403,0,initial,0.5605845494106493,0.28029227470532464
True,0.0,1.0,0.017465902426488888,0.5732516463944164,0.2866258231972082,31,0.3040917256236971,0,initial,0.5590184272400074,0.2795092136200037
True,0.0,1.0,0.017633351805332115,0.5720428669969068,0.2860214334984534,32,0.3036547853037855,0,initial,0.5576609392611058,0.2788304696305529
True,0.0,1.0,0.017784706869600226,0.5709964269591367,0.28549821347956833,33,0.30328292034916854,0,initial,0.5564629262266138,0.2782314631133069
True,0.0,1.0,0.01792290557575631,0.5701316875851605,0.28506584379258026,34,0.3029887493683366,0,initial,0.5554203714675632,0.2777101857337816
True,0.0,1.0,0.018049529014253093,0.5693913292711075,0.28469566463555374,35,0.30274519364980684,0,initial,0.5544826165512212,0.2772413082756106
True,0.0,1.0,0.01816553171163444,0.5687173332851926,0.2843586666425963,36,0.3025241983542307,0,initial,0.5536132057907034,0.2768066028953517
True,0.0,1.0,0.018271831774840402,0.5680984354342943,0.28404921771714714,37,0.30232104949198757,0,initial,0.55280191038526,0.27640095519263
True,0.0,1.0,0.018369268443808488,0.5675262160652899,0.28376310803264493,38,0.3021323764764534,0,initial,0.5520415105898405,0.27602075529492026
True,0.0,1.0,0.018458675686537005,0.5669940889624903,0.28349704448124513,39,0.30195572016778216,0,initial,0.5513255588110073,0.27566277940550366
True,2.220446049250313e-16,1.0000000000000002,0.018546419341410835,0.5664882641483151,0.28324413207415755,40,0.3017905514155684,0,initial,0.5506341591065426,0.2753170795532713
True,0.0,1.0,0.019820186754820328,0.8540350688080388,0.5472041223581419,1,0.5670243091129622,1,trial,0.8331559322796948,0.5337838220023148
True,0.0,1.0,0.019730167698031435,0.5838940887784952,0.3745144193915042,2,0.39424458708953564,1,trial,0.570027565362518,0.36562697706842656
True,0.0,1.0,0.019739821940637527,0.5783206541724935,0.3709430318249713,3,0.3906828537656088,1,trial,0.5623951089245199,0.36072713675761037
True,0.0,1.0,0.019878284318517056,0.5723836577109113,0.36714014253785493,4,0.387018426856372,1,trial,0.5552456115170588,0.35614728044844823
True,0.0,1.0,0.02009927376025471,0.5678312720001584,0.3642196587278827,5,0.3843189324881374,1,trial,0.5500081579471594,0.35278765161299674
True,0.0,1.0,0.020318192360442692,0.5649482174015702,0.3623703023563281,6,0.3826884947167708,1,trial,0.5471091422043306,0.3509287893956984
True,0.0,1.0,0.02052339208714851,0.562989895017194,0.3611142612933676,7,0.3816376533805161,1,trial,0.545081596147359,0.34962875853788455
True,0.0,1.0,0.020712238721453568,0.5616551919821905,0.3602583643271093,8,0.38097060304856284,1,trial,0.5436354354319283,0.34870159766987674
True,0.0,1.0,0.020882940418520343,0.5606376941500428,0.359605879558131,9,0.38048881997665135,1,trial,0.5424972818534158,0.3479718763710728
True,0.0,1.0,0.02103579142454389,0.5598330817392556,0.35908992811353274,10,0.3801257195380766,1,trial,0.5415740909418276,0.34737997117573394
True,0.0,1.0,0.021172059422224533,0.5591711776915884,0.35866550404402997,11,0.3798375634662545,1,trial,0.5407958440341235,0.3468809939596558
True,0.0,1.0,0.021293286057951652,0.5586068846129336,0.3583037683601306,12,0.3795970544180823,1,trial,0.5401168306892277,0.3464457227303966
True,0.0,1.0,0.021400910717613325,0.5581130475785958,0.35798755284882194,13,0.3793884635664353,1,trial,0.5395147408863827,0.34606010339965
True,0.0,1.0,0.02150293213880109,0.5576890654949695,0.35771088817389896,14,0.37921382031270007,1,trial,0.5388947235335468,0.34565772004102846
True,0.0,1.0,0.02149644419705741,0.6034055484792221,0.3872447458282537,15,0.4087411900253111,1,trial,0.5847694000450353,0.37529460063976766
True,0.0,1.0,0.021769937427640565,0.5598419454687013,0.35909580824437726,16,0.3808657456720178,1,trial,0.5409419274545856,0.3469742441717025
True,0.0,1.0,0.021886689215172145,0.558128687369213,0.35799653411222104,17,0.3798832233273932,1,trial,0.5388459234022549,0.3456294067932015
True,0.0,1.0,0.021988027342799876,0.5572179653434282,0.3574125418177695,18,0.37940056916056936,1,trial,0.5378831154788124,0.3450122094646474
True,0.0,1.0,0.02207548007976813,0.5565457842846694,0.3569815085526284,19,0.3790569886323965,1,trial,0.5371528560685627,0.34454405799061816
True,0.0,1.0,0.022150685161710176,0.5560246230659371,0.3566473139667864,20,0.37879799912849654,1,trial,0.5365690748657619,0.34416978639943024
True,0.0,1.0,0.022215233126829544,0.5556010575508524,0.35637572256759953,21,0.3785909556944291,1,trial,0.5360802296274474,0.3438563805959438
True,0.0,1.0,0.022272826447850985,0.555239857286251,0.3561442918190467,22,0.3784171182668977,1,trial,0.5356535780355327,0.34358300046588236
True,0.0,1.0,0.02232700431231411,0.5549227261304454,0.3559411044838349,23,0.378268108796149,1,trial,0.5352743839861537,0.3433400209544347
True,0.0,1.0,0.0223777791834184,0.5546436698758177,0.3557593974553857,24,0.3781371766388041,1,trial,0.5348805729939915,0.34308475238236297
True,0.0,1.0,0.02238232269908745,0.5545428980473265,0.3556935088582917,25,0.37807583155737917,1,trial,0.5347139758763721,0.3429766794147586
True,0.0,1.0,0.022372290410298576,0.6308568086541184,0.40491274923313275,26,0.42728503964343134,1,trial,0.6094154731148486,0.39116071372491296
True,0.0,1.0,0.022615486088455754,0.559968102872478,0.35917704275033235,27,0.3817925288387881,1,trial,0.5404848396123486,0.34668116746239
True,0.0,1.0,0.02270031921561096,0.5570821132522805,0.35732525739738014,28,0.3800255766129911,1,trial,0.5368741195777411,0.3443641229109562
True,0.0,1.0,0.022774399160347875,0.555515048046565,0.35632013383917255,29,0.37909453299952045,1,trial,0.5352394022008323,0.34331590051831634
True,0.0,1.0,0.022846165017662096,0.5545828394058101,0.3557224145130872,30,0.3785685795307493,1,trial,0.5343027712131395,0.34271558104926236
True,0.0,1.0,0.022907691914564765,0.5539346637939756,0.3553068179163497,31,0.3782145098309145,1,trial,0.5336401642526529,0.34229088057789137
True,0.0,1.0,0.022959715330325762,0.5534607574654292,0.35500296263671893,32,0.3779626779670447,1,trial,0.5331447918081564,0.3419733566609991
True,2.220446049250313e-16,1.0000000000000002,0.023003290796745953,0.5530954437540442,0.35476873690377814,33,0.3777720277005241,1,trial,0.5327530458370339,0.3417222424272801
True,0.0,1.0,0.023039533351711605,0.5527994732877506,0.3545789904144553,34,0.3776185237661669,1,trial,0.5324272658304848,0.34151341728421714
True,0.0,1.0,0.02306942291957812,0.5525492949275213,0.35441871229843164,35,0.3774881352180098,1,trial,0.5321463907507724,0.34133347182027396
True,0.0,1.0,0.023093977141956205,0.5523330236973288,0.35428028325149663,36,0.37737426039345284,1,trial,0.5319036318466553,0.34117806160997044
True,2.220446049250313e-16,1.0000000000000002,0.02311668372785331,0.552142753663694,0.3541563801059019,37,0.3772730638337552,1,trial,0.531648618317587,0.34101270068015416
True,0.0,1.0,0.023113223013543543,0.5520649771178635,0.3541109511273646,38,0.37722417414090814,1,trial,0.5316258291823543,0.34100242386784796
True,0.0,1.0,0.02311257184333626,0.5520035868783528,0.3540727111864466,39,0.3771852830297829,1,trial,0.5315597237814375,0.34096114671737165
True,0.0,1.0,0.023552024310044817,0.6392942423896457,0.409772334254909,40,0.4333243585649538,1,trial,0.604503493608806,0.387468286124545
True,0.0,1.0,0.023303496071908035,0.5665902947821576,0.46223255148927794,1,0.48553604756118596,2,trial,0.5467655758997249,0.4463438508713751
True,0.0,1.0,0.023542985181476874,0.5601613331882103,0.45690971568985406,2,0.4804527008713309,2,trial,0.5394994776338229,0.4401920080410102
True,0.0,1.0,0.02374465582266817,0.5565434116482467,0.4540657219848297,3,0.47781037780749785,2,trial,0.53561299056196,0.43712333713299806
True,0.0,1.0,0.023918226409695573,0.5546570127095097,0.45259593273465243,4,0.476514159144348,2,trial,0.5337471944697276,0.43567649041189876
True,0.0,1.0,0.02406571296265295,0.5535148254916067,0.4517011754523907,5,0.47576688841504367,2,trial,0.5326162852992138,0.4347894527927664
True,0.0,1.0,0.02419401992697179,0.5524769206489577,0.45112427716858033,6,0.4753182970955521,2,trial,0.5315784172930771,0.43418896370163224
True,0.0,1.0,0.024213418953276104,0.5520388168855058,0.45087750709513313,7,0.47509092604840925,2,trial,0.5311251686896132,0.43392270223277934
True,0.0,1.0,0.0244320246998134,0.7032697991239879,0.546166192575779,8,0.5705982172755925,2,trial,0.669312506591638,0.5200319601758512
True,0.0,1.0,0.024448982116061883,0.566632571583621,0.46183955140137706,9,0.48628853351743895,2,trial,0.54567920558514,0.44498861111181937
True,0.0,1.0,0.024644913720047876,0.5590382731979745,0.4559329535951406,10,0.4805778673151885,2,trial,0.53763917701836,0.43860973267793124
True,0.0,1.0,0.02478477912841839,0.5549586179327922,0.4527748937860868,11,0.4775596729145052,2,trial,0.533591494662103,0.43550353822440446
True,0.0,1.0,0.024900755818572984,0.5529186024917834,0.4511949679924361,12,0.47609572381100906,2,trial,0.5316428594701682,0.4340040055441272
True,2.220446049250313e-16,1.0000000000000002,0.024996751932366876,0.5517991019694423,0.4503215181028472,13,0.4753182700352141,2,trial,0.5305826432917067,0.4331765190820827
True,0.0,1.0,0.02507546337772256,0.5511273953574185,0.44979879233637315,14,0.4748742557140957,2,trial,0.5299472970006132,0.4326787256188324
True,0.0,1.0,0.025142230147575925,0.5504938148849947,0.449454728555817,15,0.4745969587033929,2,trial,0.5293287074615409,0.43232942363906063
True,0.0,1.0,0.025150122825176893,0.5508568526875237,0.44930300092740605,16,0.4744531237525829,2,trial,0.5297038727297202,0.4322190558731819
True,0.0,1.0,0.025648543948600517,0.5999117723642604,0.5118338798186047,17,0.5374824237672052,2,trial,0.5674174120696227,0.4837474486973237
True,0.0,1.0,0.02534934544659997,0.5595437282965211,0.45640074620418225,18,0.4817500916507822,2,trial,0.5384798343068415,0.43947889401692225
True,0.0,1.0,0.02548005163220874,0.5541279230161099,0.45210841854690104,19,0.47758847017910977,2,trial,0.5325284921717547,0.4346730710242053
True,0.0,1.0,0.02557444249244202,0.5517447956421473,0.45025711967946497,20,0.475831562171907,2,trial,0.5302417490702271,0.432906737512504
True,0.0,1.0,0.02564650470879502,0.550561922756884,0.44933582215700446,21,0.4749823268657995,2,trial,0.5291217878206178,0.4320330482696813
True,2.220446049250313e-16,1.0000000000000002,0.025701137318586382,0.5499101872666066,0.4488252666100494,22,0.47452640392863576,2,trial,0.5285101061752547,0.4315494906486661
True,0.0,1.0,0.025742013928664813,0.5494905010279308,0.44850899500611296,23,0.4742510089347778,2,trial,0.5281188165704179,0.43124974965620794
True,0.0,1.0,0.025775453917751753,0.54903067847231,0.4482978742983384,24,0.47407332821609016,2,trial,0.5276851649599398,0.43104559995327385
True,0.0,1.0,0.025773691429537133,0.5494369616664144,0.44821298728149966,25,0.4739866787110368,2,trial,0.5281186800104231,0.43102221808164143
True,0.0,1.0,0.026175251241930063,0.588452212685586,0.5003049389206825,26,0.5264801901626126,2,trial,0.556917485232495,0.4728691055016519
True,0.0,1.0,0.02592022822508722,0.5561224216482771,0.4536970023390286,27,0.4796172305641158,2,trial,0.534806892574955,0.43657297544032275
True,0.0,1.0,0.02602317263095329,0.551860333329369,0.4503202992816507,28,0.47634347191260396,2,trial,0.5301848590811674,0.43285489384325226
True,0.0,1.0,0.02609445732408328,0.5500953907245681,0.44894984187195613,29,0.4750442991960394,2,trial,0.5284851395576274,0.43153444499724286
True,0.0,1.0,0.026145845112755705,0.5492227234162618,0.44827015740254045,30,0.47441600251529614,2,trial,0.5276846063725615,0.4309113178093176
True,0.0,1.0,0.0261827101257123,0.5487428267480666,0.44789416648909725,31,0.4740768766148096,2,trial,0.527253382905416,0.4305707187081474
True,0.0,1.0,0.02620935612850936,0.5484203224832248,0.44766034786304126,32,0.4738697039915506,2,trial,0.5269622402853649,0.4303558781872065
True,0.0,1.0,0.026229690705289722,0.5480838886073209,0.4474971274440539,33,0.47372681814934364,2,trial,0.526642078555391,0.43019173056126037
True,0.0,1.0,0.02623402094362448,0.5478899300521667,0.44741900743340074,34,0.4736530283770252,2,trial,0.5264511685759156,0.4301063160649133
True,0.0,1.0,0.026235580025704204,0.5477646810792784,0.447376759696049,35,0.4736123397217532,2,trial,0.5263266003833764,0.43006003896193584
True,0.0,1.0,0.026197121400410858,0.6711861028834952,0.5236472802511867,36,0.5498444016515975,2,trial,0.6371307092370249,0.4980103073171051
True,0.0,1.0,0.02631534286657236,0.560042164788117,0.4566286278356844,37,0.4829439707022568,2,trial,0.5384595557738919,0.43928307437381164
True,0.0,1.0,0.026436610292662564,0.5532147099558077,0.45130836599374036,38,0.47774497628640294,2,trial,0.531294912281463,0.4336419052789241
True,0.0,1.0,0.026511695997359964,0.5502190668539744,0.4489956215858401,39,0.4755073175832001,2,trial,0.5284129269026293,0.4314335229100831
True,0.0,1.0,0.026565768047275812,0.5488515294915488,0.44794036116543207,40,0.47450612921270785,2,trial,0.5271459652774239,0.43046106116482735
True,0.0,1.0,0.026621500088381503,0.5479229320444172,0.45890078370922077,1,0.48552228379760226,3,trial,0.5262961783104261,0.4410001624855145
True,0.0,1.0,0.0266599705070111,0.547513955504846,0.4585778540172834,2,0.4852378245242945,3,trial,0.5259422409127187,0.44071697637994905
True,0.0,1.0,0.026689419771401122,0.5471455850965196,0.45837417060114405,3,0.48506359037254515,3,trial,0.5256088691859222,0.440527136083737
True,0.0,1.0,0.026691769080860996,0.5473707331279286,0.45827521369668917,4,0.4849669827775502,3,trial,0.5258566328129093,0.4404733103333042
True,0.0,1.0,0.026691043461225784,0.5474703392488198,0.4582329295519148,5,0.4849239730131406,3,trial,0.5259624369292564,0.4404455985744643
True,0.0,1.0,0.027164691184432096,0.5988069703085193,0.523216263761134,6,0.550380954945566,3,trial,0.5644213678524427,0.4923415996742334
True,0.0,1.0,0.0268362534050815,0.5564898514765205,0.4658354436405122,7,0.4926716970455937,3,trial,0.5350460955167875,0.44820026316475386
True,0.0,1.0,0.026940437897426645,0.5507421378004174,0.46114751040764496,8,0.48808794830507163,3,trial,0.5288592704712344,0.443064545824407
True,0.0,1.0,0.027007197957484665,0.5484674972798479,0.4593253939351612,9,0.4863325918926459,3,trial,0.5266670557350178,0.44130278830930936
True,0.0,1.0,0.02705295086286382,0.5474522224084347,0.4585116922580153,10,0.4855646431208791,3,trial,0.5257385527906134,0.44055530300061174
True,0.0,1.0,0.027083358005111764,0.5469432261329198,0.4581015700846498,11,0.48518492808976155,3,trial,0.5252897199383858,0.44018820082121746
True,0.0,1.0,0.027102771358343138,0.5466398592925651,0.4578683191401782,12,0.4849710904985214,3,trial,0.5250279494887808,0.43998160386326385
True,0.0,1.0,0.027115294207169138,0.5463485940880014,0.4577169070086634,13,0.48483220121583254,3,trial,0.5247625697077256,0.43983665758695883
True,0.0,1.0,0.02711235852280745,0.5465731225711811,0.45764313437995957,14,0.48475549290276704,3,trial,0.5250010450275058,0.4397987442658111
True,0.0,1.0,0.027110737913509052,0.546656032014294,0.457606712036723,15,0.484717449950232,3,trial,0.5250851565860982,0.43976996089369197
True,0.0,1.0,0.027528742963653766,0.5931938713023364,0.517586926681607,16,0.5451156696452608,3,trial,0.5596042097331343,0.4874212714276995
True,0.0,1.0,0.027222222697600294,0.5547490901445784,0.46440219594346605,17,0.4916244186410663,3,trial,0.5332315235428037,0.4466971337941998
True,0.0,1.0,0.027311663151317,0.5495737666497318,0.46018928306084866,18,0.48750094621216566,3,trial,0.5276642061740376,0.44209014596318774
True,0.0,1.0,0.027365375338244863,0.5475930329622576,0.45860464838898246,19,0.4859700237272273,3,trial,0.5257676610738131,0.44056689591172293
True,0.0,1.0,0.02737800300197513,0.546760188941371,0.4579312481268786,20,0.4853092511288537,3,trial,0.5249927723387023,0.439937475799765
True,0.0,1.0,0.02738688350854665,0.5463241197747387,0.45759692397033286,21,0.4849838074788795,3,trial,0.524608928287502,0.4396372962035881
True,0.0,1.0,0.02739309320436795,0.5460726474533446,0.45739972703747905,22,0.484792820241847,3,trial,0.5244146003875463,0.4394797043708343
True,0.0,1.0,0.027395646985787555,0.5458095128504661,0.45727148650217425,23,0.4846671334879618,3,trial,0.5241865222852325,0.4393649419695109
True,0.0,1.0,0.027395460931408204,0.5456720207255106,0.4572024168519122,24,0.4845978777833204,3,trial,0.5240553185012111,0.43929307189306077
True,0.0,1.0,0.027395260802254292,0.545587616169773,0.45716239077890514,25,0.48455765158115943,3,trial,0.5239714888752999,0.43924952940770173
True,0.0,1.0,0.027395068150963812,0.5454765394419814,0.4571414974294367,26,0.48453656558040054,3,trial,0.5238689537126773,0.439228815478724
True,0.0,1.0,0.027318169820428277,0.6671560627042522,0.5351810094145034,27,0.5624991792349316,3,trial,0.6325514542721544,0.5085654476655357
True,0.0,1.0,0.02744764317124257,0.5579171300383846,0.4668858308099483,28,0.4943334739811909,3,trial,0.5362211334262149,0.44902779815190147
True,0.0,1.0,0.02754904189655064,0.5506716557132988,0.4610307870823607,29,0.4885798289789114,3,trial,0.52862658348867,0.4428142944694245
True,0.0,1.0,0.027606223289995253,0.54779566095745,0.458739850576873,30,0.48634607386686823,3,trial,0.5258652572614185,0.4406189758256451
True,0.0,1.0,0.027619482927288823,0.5466003818941808,0.4577937278138518,31,0.48541321074114063,3,trial,0.5247443646812325,0.4397308131937003
True,0.0,1.0,0.027625187700579163,0.546073563390891,0.45735289738819423,32,0.4849780850887734,3,trial,0.5242734924159853,0.4393339103821601
True,0.0,1.0,0.027627163940735035,0.5457833281645751,0.4571205541955563,33,0.48474771813629136,3,trial,0.524053360614339,0.4391522717894192
True,0.0,1.0,0.027626403638414808,0.5454953597595346,0.45697728368300883,34,0.4846036873214236,3,trial,0.5238266067918892,0.4390421160846429
True,0.0,1.0,0.027619550403942927,0.5456399376714977,0.45689553780413167,35,0.4845150882080746,3,trial,0.5240012759024835,0.43900377836978854
True,0.0,1.0,0.02761755191760487,0.5456893382153902,0.4568543823132676,36,0.4844719342308724,3,trial,0.524055386090582,0.43897277149448877
True,0.0,1.0,0.027931865878423903,0.5760249424040325,0.49985753478607453,37,0.5277894006644984,3,trial,0.5456066938932659,0.4726627039975293
True,0.0,1.0,0.02770268649799106,0.5504327048847433,0.4608868010228419,38,0.488589487520833,3,trial,0.5287666834498185,0.4430207481461228
True,0.0,1.0,0.02776415939236541,0.5473496500589727,0.4583780128496646,39,0.48614217224203005,3,trial,0.5254922169773522,0.44032101759342096
True,0.0,1.0,0.027775039407813625,0.5461900489854833,0.45747256146979026,40,0.4852476008776039,3,trial,0.5243871058993255,0.43945118447089837
